;user_id;actual;als_5;own_5;sim_user_5;sim_item_5
837;1176;[ 1068719   999999  5569230   892531   927265   999198  1115175 17179873];[1139216, 836445, 987786, 1058214, 972143];[1139216, 5707857, 1029743, 1106523, 5569230];[875392, 906026, 974766, 6979518, 8090556];[10284865, 1029743, 1106523, 5569230, 916122]
838;1178;"[  999999   948650   950463   994685  1006386  6464165 12578358 15716967
   823721   848471 12263599  1055811  6602479 12578386  8090537  8090539
  7409644   880895  1104343  1125077  5569230]";[7442180, 7441419, 6464165, 6464147, 6463775];[6464165, 8090612, 992622, 1055403, 5568445];[8019916, 12130522, 881391, 6396492, 911017];[7441419, 896804, 13158064, 830935, 6443350]
839;1179;"[  999999   921504  1132771  5572234  7167476 12810393 15798066   880460
   902172  1116050  1123022  1126895  5568382  6395928   909129   916122
  1044078   924132   827578   954525  1035691  1117899  6514030  9655212
  9803207  9831469   844179]";[885863, 1132771, 933835, 1018740, 883003];[1065979, 10143784, 1116050, 6514030, 1076769];[916143, 998519, 1052294, 5568197, 835296];[944486, 914753, 1018740, 1070845, 842762]
840;1180;[ 1038985 12456867  5590613   878996  1094308 12452939  1029743];[836445, 910673, 1025611, 1131344, 1127758];[1075765, 12523928, 874563, 12452939, 922561];[9677922, 1060193, 1021416, 1097398, 1117219];[1074754, 5590613, 1103629, 5587656, 5585510]
841;1182;"[  928833  1001702  1068719   842392   880150   999999  1029239  1029743
 12302069   863447   899624   940731  1106523]";[1044078, 899624, 1106523, 12731517, 1128240];[842392, 1095393, 1038692, 6547504, 5570069];[872826, 5569792, 6391080, 1070129, 1024065];[948650, 1046545, 12301100, 1044078, 852080]
842;1183;"[  866211   880150   882190   941883   960075  1127025  1128240  1130858
  6464086  7144131  7144134  8090537 12810422 17249638]";[1044078, 8090537, 1025535, 8090521, 871514];[1107760, 1019832, 1079528, 841686, 882190];[1057749, 1116253, 894360, 1079528, 1072086];[13512017, 1024051, 1076954, 985999, 1046545]
843;1185;[ 895930  957521 1132771 1127758  910673  999999 1128016];[871756, 832678, 925862, 1004390, 896862];[1029549, 895930, 1104349, 820582, 852360];[1097001, 1087287, 9392953, 1072917, 956200];[1044078, 12301109, 922561, 976199, 992650]
844;1186;"[  999999  1042438  1045337  1098844 13416117 13945181 14106445 17214320
   836548   952653  1126899  5578547  5588582 13112721 17283099  8249140]";[1080853, 951412, 7024990, 995478, 1119405];[869835, 12692328, 6034577, 1028422, 1094924];[1016785, 917438, 871514, 876626, 942565];[903800, 942778, 5578547, 13007912, 5572234]
845;1187;[  951176   974179  1138858   999999   895930 12301100 12810393 17928880];[1106523, 892500, 910673, 854900, 7147145];[8116306, 879922, 1116385, 829563, 977927];[1062572, 871514, 957080, 9856740, 894360];[1025611, 7155012, 1044078, 958233, 859154]
846;1188;"[  883202  1044078   999999   970760  1088387   898363  1106523  1126895
 10285364  1027168 10285022  1115175  8090610 12987976 17179873   890441
  1005157  1106889  5572220  6423848 12385373   864893   978077  1103105
  1103691  1117824  1118946 15452729 17249791]";[866548, 1098284, 9884698, 844179, 1044078];[1014732, 1135468, 1048373, 843464, 1082090];[951727, 851188, 918638, 7168129, 1120190];[924262, 12301100, 9553288, 864335, 12524691]
847;1189;[1055504];[1026118, 1068292, 835300, 819840, 1084036];[835499, 819840, 900379, 5578856, 12731621];[916990, 908314, 982469, 9677846, 7167836];[1044078, 973916, 919681, 866871, 1088414]
848;1190;"[ 1100140  7442056  1029743  9677656   999999   965444  1125077   928263
  9655483  1068719 10285022   968992  1075214]";[1118946, 1072799, 1015280, 928263, 920833];[928263, 1043920, 1116635, 846045, 868645];[1079528, 1112825, 13008065, 852015, 847962];[8090521, 879194, 12811532, 8090537, 1074754]
849;1191;"[ 1024306   999999   890695   827656   865705   866211   867702   916122
   940766   950463   956599   964521   995358   999104  1004906  1060872
  1134006  1135834  5569230  6602440 10121521 12810393 15629927 15972905
 17381995 15927012   986912]";[1072968, 921438, 849202, 7155863, 1071594];[1117219, 9677200, 1139786, 968992, 1085138];[1134633, 1139638, 6395907, 957080, 1027216];[5569845, 999198, 824758, 985999, 1029685]
850;1192;"[  849505  1041758   902094  1027068  1082212   999999 12301109   824180
  1065860  9296855]";[1109948, 948832, 1136524, 837751, 936792];[822161, 1101932, 915493, 991546, 6979803];[7160764, 958023, 819840, 985605, 821741];[12185235, 1053754, 7166783, 1103618, 1010681]
851;1193;[ 833866  909714  944137  947326  973916  834117 8090532 8090537 8090521];[986912, 8090537, 8090521, 1013928, 5569230];[8090542, 1058709, 831712, 1013928, 893362];[1102003, 1107760, 12808385, 1057749, 7142552];[8090521, 8090537, 834117, 863762, 5569845]
852;1194;"[  878285   999999   940947  1000753  5582712 13008042   901976  1106523
  5587656 10456623 12262992 12810393 12810422 15596908   895846   962185]";[1127758, 969866, 910673, 1025611, 8203851];[901976, 998519, 842423, 8203710, 1038745];[5567582, 6391080, 1054402, 1009361, 879734];[842423, 12301100, 849202, 854405, 901976]
853;1195;"[  845307   853448   883932   901656   910109   947427   999999  1002771
  1038550  1040807  1056492  1075368  1091090  1112238  1115175  1116020
  1119112  5569230  5569845  7409907  8090521 13841744 15717115  1107538
  5565369 13877020   830790 13189726]";[1139915, 9881593, 5568729, 9881592, 1087605];[901656, 1091090, 989275, 6514259, 889989];[1036699, 1115069, 1000148, 837495, 916990];[880888, 847149, 8090537, 933913, 1067749]
854;1196;"[  822431   999999   873056   910484  1012801  6463900  9297463 13513210
 18120821]";[1048068, 1088414, 866211, 5995312, 820301];[1012801, 5573375, 1047076, 977927, 949257];[869388, 1082990, 928263, 916990, 1134296];[1127831, 1096458, 5565202, 9655078, 882434]
855;1197;"[  835254   871188   899019   933835   952698   961979   971922  1021562
  1029743  1086001  1131321  1135971   999999 10457110   894791   921504
   939681   943362   944139   958741  1054567  1111786  1132771  1137775
 15574118]";[902172, 827656, 933835, 1132771, 1006184];[9677466, 939860, 1135971, 1065061, 7169088];[820486, 6552318, 13210025, 1058709, 1027216];[1074754, 8090537, 959316, 5568249, 998549]
856;1198;[  915064   998828   999999 15483431];[915064, 857215, 878996, 6533368, 8090541];[915064, 1010308, 1048237, 13039088, 1092588];[839605, 901976, 6391080, 1057168, 894360];[883940, 1127831, 1105488, 7168619, 998239]
857;1201;[1096958 1117249];[8090509, 8090521, 1090931, 1137346, 8090537];[866548, 948640, 6632283, 8090542, 839438];[861494, 6904613, 1102003, 1030093, 1084796];[8090521, 944486, 8090565, 9487498, 6514160]
858;1202;[1128539 5995603];[13213604, 9297474, 12384779, 12352330, 9296856];[836085, 9925966, 13213604, 972418, 8293426];[9677670, 923670, 947412, 855202, 988277];[1000148, 5572234, 872177, 12352330, 8273833]
859;1203;"[  988835   998828  1001827  1033403  1106523  8090956   837614  1004945
  1027068  8020036   999999 13777511  1092835  1107816  5995129   841220
   850601   858419  1068292  1075175  1134678  5583751  9416729 12302069
  5981072   984957   964004  1025581   826120]";[1106523, 950206, 954651, 837751, 1062863];[1069506, 850601, 1023697, 836703, 871563];[5707857, 948640, 931124, 836085, 1052975];[1044078, 939681, 990797, 906923, 859154]
860;1204;[892500 903609 999999];[5569230, 1090931, 8090521, 917033, 1016800];[852015, 917033, 9392700, 948381, 1079878];[825317, 1075282, 5574358, 965679, 822161];[1044078, 1016800, 1099164, 982469, 971922]
861;1205;"[  831063   837644   856252   907631   999104   907625 13381584  1072086
  1075368]";[1106523, 1044078, 1029743, 844179, 8090521];[5571178, 1072086, 5571176, 833598, 1138596];[1098284, 9831557, 1115800, 851066, 8358933];[1074754, 964717, 5571176, 880888, 5569845]
862;1206;"[ 1136341   999999  1011429  1044078  1130458  9803601 12301109   870426
   884020   904521  1030093  1041796  1122961   906917   852080   909249
  1063577  6463907   820321   863169   916122   969866  8273950   902172
  1074754  1092937  7409618  1002850  1088910]";[844179, 1044078, 1004906, 899624, 999270];[861494, 7409618, 1088910, 849697, 1030093];[8119101, 866548, 871722, 12262832, 1098892];[1044078, 1030093, 7409644, 1117067, 930666]
863;1207;[8090521 8090537 1014509 1036118 6602654  999999];[883202, 12524245, 13115501, 12524690, 984575];[12524245, 5568661, 13115501, 7433930, 12524690];[1052294, 920025, 1064213, 1102416, 939860];[1014509, 12524690, 12524691, 883202, 8090521]
864;1209;[ 1033403 15452631   999999   833583];[912860, 9926758, 1139569, 1125391, 1094562];[953539, 6391173, 837908, 960791, 5567702];[959737, 879504, 1014732, 5566800, 955921];[1046545, 6039740, 12695874, 986912, 951561]
865;1210;[  922096   999999  1009128  1030182  1064908  1106271 13906634  7160185];[996070, 878996, 1137284, 965267, 866871];[9575582, 1083548, 993838, 1106117, 922096];[859010, 1057168, 1139782, 1047349, 894360];[901062, 882247, 1001475, 869177, 1005493]
866;1211;"[ 1087605   879504   972143  6034577  8065410  9396705 15629927 16100266
   879791   908318   999999   866211   872137   909576   918598   952698
   957322   963727  1020770  1042438  1071733  7168026 13212942   889533
 13115602 13377247]";[6533681, 949784, 1070845, 822178, 6533880];[977927, 918598, 921277, 6534201, 1121720];[868888, 1069256, 1093490, 5574108, 942166];[929373, 883932, 1124732, 13842104, 1053730]
867;1214;[942045 999999];[8015407, 993638, 9926758, 12524245, 882826];[882826, 942045, 1007512, 1079987, 961979];[7443137, 7142552, 1042571, 1060292, 1057168];[1029894, 897954, 940947, 986912, 1125278]
868;1216;[  999625   999999 12171387 13115666 15716298];[5569230, 1072968, 5569471, 986912, 1075368];[7443137, 999625, 12352172, 906917, 5567582];[886103, 5590965, 6904613, 871514, 928263];[972219, 1011457, 12262830, 5569845, 5568249]
869;1217;[  944139   995896  1068719  1124695  6423848 13007434 13008133 13986597];[1044078, 1106523, 916122, 844179, 1128240];[948640, 1134296, 13007065, 1012514, 13008065];[1053016, 1015280, 865174, 1036486, 6534078];[880888, 1074754, 985999, 1021116, 952163]
870;1218;[  974524 15926844];[1127831, 866211, 1030182, 878996, 1045586];[1065979, 857736, 984315, 1000148, 13008065];[12523928, 977927, 1014388, 1128163, 1054402];[901062, 985999, 919681, 5591170, 914753]
871;1219;[ 999999 1127758 1044078  905782];[887428, 1009770, 865174, 831557, 1053754];[924667, 912004, 1094562, 846760, 835796];[936914, 7168057, 1057168, 866548, 10198378];[1004906, 7139529, 976199, 9553397, 8203599]
872;1221;[1029743  999999  948670  949294 9297463];[951164, 916993, 987006, 901067, 8090536];[987006, 915493, 1070723, 843929, 989181];[928932, 8090956, 9487534, 9392953, 918046];[1074754, 1122358, 1105488, 1065538, 1022527]
873;1222;"[  848319  1042616  1091090  5569230  5569845  5570383 12599655   999999
   892314   910032   937413  1025759  1037840  6534480  7433054 15596607]";[933835, 883003, 1087102, 7169088, 5569230];[1091090, 1031316, 849505, 882146, 13007986];[865233, 1117219, 951188, 914012, 1057168];[971922, 7169088, 1044078, 5569845, 906838]
874;1223;[ 999999 1082627 1029743 8090521 8090537 8090545 9837153];[1106523, 1044078, 1137346, 1097001, 6552565];[865233, 5568661, 988736, 956125, 8118500];[1014732, 1095964, 958067, 873044, 930009];[8090537, 5569845, 1044078, 1082627, 1074754]
875;1224;[ 999999  833273 1127758];[910673, 972143, 836445, 1025611, 956486];[1022066, 977927, 920191, 979674, 1109778];[859987, 1121694, 879734, 998519, 891632];[1138443, 910673, 1038663, 1046545, 866755]
876;1225;[ 833866 1091520 5592931 6463742 7167903  908064 1029743 1059994];[1106523, 1112766, 983659, 5565612, 898867];[843339, 1069531, 1019637, 835578, 5565392];[5707857, 9527417, 1097704, 8293426, 10457518];[1044078, 9526448, 1074754, 834117, 929231]
877;1226;"[  819978   878996   891752   916122   919423   921504   999999  1072693
  1089568  1128240  5566803  9419415 12988031 13672065   993638  1029272
  1042907  1081177  1096635  1099510  1135476  5568197  6534035  6534480]";[916122, 874972, 890695, 6442520, 844179];[908314, 928932, 8019954, 953652, 1089568];[1088771, 908514, 5565802, 12262832, 983959];[901062, 12648296, 999999, 1044078, 952163]
878;1227;"[  930344   948670  1022097   999999   821845   905636  1104343  1135476
  5569230 12171206 12172154 12262778 16809649 17249767]";[5567325, 896958, 1120970, 1106523, 939681];[9553193, 5567325, 1082269, 862070, 1110057];[950894, 1117219, 965772, 1070782, 8090546];[1043663, 9553176, 983267, 907631, 995408]
879;1228;"[  999999  1004906  1035321  1042438   862101   955659  1074362  5569379
  5591939  9885544 12262992 12781924   909714  9836415  6602327 12262830
  1115800 16122293  5569471   825180   901062  9677478  1116253 13382402
   938122  8091550   949965   836406  7167963   880234  1006483  1109463
 13190349  9264878  1110779 13945181  9368337 12427727]";[993638, 1118946, 5569230, 1014732, 976199];[1065538, 1115800, 8203710, 8019186, 8090600];[820486, 888104, 1065017, 989275, 883186];[1034176, 1011457, 1044078, 7431408, 983267]
880;1229;"[  821612   845208   911824   999999  1072685  7463176   841309   848471
   885710   909714   916122   921763   951954   953561   956599   957736
   958008   965842  1000237  1026235  1042438  1070820  1087081  1116596
  6423911  7168456  7409907  9707078 12778045 15569954 15736860   835098
  1115576  1131490  1136719  1139216  5569230 12731714 17214320   849018
   969403  1006184  1118963 12172005 15830680   951074   824072   858649
   910109   947441   951412   970747  1007752  1053924  1134633  1135476
  1137688  5569845  6704144 12171656 12811532 13071902   849205 13876775
   829645   863447   892573   944376  1115175  1126085 14106445]";[854852, 916122, 951412, 991223, 872137];[929410, 823099, 993430, 1134633, 977927];[874563, 1098892, 1135253, 823099, 908314];[985999, 848319, 901062, 6034857, 1008032]
881;1230;[1134222  999999 1107373];[1116005, 5578856, 822225, 7025203, 1017201];[9392700, 5578856, 1082990, 8019273, 13907062];[1018339, 826239, 970152, 6533681, 1065259];[1044078, 1074754, 829323, 7025203, 1000476]
882;1231;[ 1132968  6534881 10149640];[1053016, 8090541, 8177622, 1087411, 6534030];[894439, 825123, 1015474, 910505, 1021715];[945909, 1058243, 928749, 855202, 1031316];[1074754, 1077133, 13877012, 904995, 5569993]
883;1234;"[  999999   914361   969403  1036930  1044078  8090532  8090546  8119135
 13654702   891632   916990  8090533   820752   891961   933354  1100691
  1102003  1115576  6533362 16770156 18120821   826120   828393   859160
   885356   913144   922460   937413   976199   991874  1017195  1024306
  1026235  1065979  1126786  1126895  6533936  6551913  7410348  8118584
  9527184  9829205  9912044 10309712 12172239 13877287 15831370 15926507
 15972433]";[8090513, 6534030, 8090556, 5568249, 8090560];[916990, 1102003, 6464170, 12301051, 1127716];[1117219, 847962, 972416, 1138292, 953539];[902640, 943892, 8180870, 12811532, 9523058]
884;1238;"[  833724   891866  1000050  1034462  1125123 13115579   883932   906838
  1107373  9884675   916122  1018740  1137775   899624   999999  1004390
  1101010 12810466 13115950]";[1001277, 865528, 916122, 1021519, 921504];[879922, 855454, 5567601, 1098435, 994223];[1038745, 914753, 1014732, 848684, 5567582];[1038174, 13007355, 10149640, 901062, 1048833]
885;1240;"[  999999   944836  1009128   908408   913210   935218   935393   951412
   970202  1044259  1095944  1096738  1099510  1130029  6034857  9677366
 12731436 13073103 15972298   894499   897954   965842  1003616  1126899
  8157935  9213671  9676851 14025498  9673830   880454   989830   996269
   999250  9912044 12171340   865718   904105   912704   944249  1036930
  1081177  1088234  5564303  1069506  1086384   880427   908318   916122
   977654   981660  1026058  1027039  1070559  1101477   996207  1100049
   848988   860248   878996   892531   899019  1055504  1115175 12384565
 15972074]";[951412, 6602729, 887102, 1119405, 1128333];[1044259, 865718, 1117219, 1054483, 935578];[1036093, 8067128, 875089, 6423786, 855202];[1071446, 1127831, 904148, 901062, 999999]
886;1241;"[  824977   826666   827656   839605   850102   851819   999999   865456
   877137   897671   902094   912147   941883   955921   962185   965889
   992933   994685   995896   999714  1029743  1038663  1041796  1042942
  1059902  1074754  1083787  1104649  1107839  1137346  9677109 12263692
 13189919 13877305 14077333   845208   859160   890695  1013407  1020604
  1029479  1111986  1132789 12731432 15830680   949023   835618   849202
   907631   995276  1017201  1086740 10457110 16733996   902944   927030
  1094723  7441102  7441192  9835947  9835960 17381676]";[1106523, 1021116, 1037417, 1029743, 851819];[1057168, 5569135, 965889, 821741, 1138858];[929388, 1008288, 1088771, 973016, 1137771];[880888, 1137346, 1074754, 995628, 1137507]
887;1242;[5591083];[891632, 883932, 1132814, 1116376, 9831557];[1024319, 8019233, 820011, 915064, 1019247];[948381, 1071733, 879280, 1096573, 1139782];[12301109, 825994, 901062, 1137775, 916122]
888;1245;[  999999   861706  1112205  1037840 10457110   908064];[934639, 819308, 1106523, 1084036, 857006];[914753, 936117, 1112766, 1019832, 869500];[6704207, 965772, 12484491, 1091090, 1139216];[948650, 866043, 1112766, 13003092, 913210]
889;1246;[  999999 17900967  1008172   879734   907945   942045   964462 13115637];[1096458, 1087605, 998352, 5565202, 1069312];[848684, 1097635, 1137507, 860703, 824977];[957080, 1075786, 828489, 871563, 929388];[942778, 885939, 1028938, 906923, 819978]
890;1247;"[  834022   879876   901062   921504   999999  1004906  1029743  1104649
  1126899  6391381 12130733 12731467 13007986   823704   845208   992933
  1001827  1015548  1040807  1107839  1110695  1135476  7168026  8203601
 15483431   898829   924531   961620   996892]";[916122, 854852, 854133, 879445, 1001277];[8066803, 1044153, 1138631, 889551, 1117690];[12731544, 1091090, 1025650, 5567582, 988277];[1018740, 942778, 1074754, 819978, 1105488]
891;1248;"[  865511   887661   888054   899565   925862   971922  1044078  1096458
  5566931 14077333 15596955  1125837   999999 15778434   826695   829291
   863885   870547   876695   883932   901306   901460   914753   953561
   998363  1001827  1023466  1074223  1075918  1076571  1089066  1104205
  1106523  8019916  9296919  9333437  9832469  9881593  9884675 12132277
 12384431 13008469 13158064 15686676  1013626  7433054 15741870]";[1029743, 1106523, 922636, 1137346, 883665];[914753, 1055403, 5568661, 1110883, 915459];[917033, 929373, 9655482, 1111986, 1084036];[1044078, 925178, 1026984, 1116020, 846811]
892;1249;[18006037  1106523 12811532   885447   997309   999999  5574409 13910384];[1106523, 1121808, 896958, 983659, 1021225];[1121808, 1032703, 914753, 1063739, 964717];[1074040, 1084036, 1023160, 1115069, 908314];[1044078, 1063739, 12810393, 985999, 1026984]
893;1252;[ 1009368  1055499  1089954  6602654  9837076 17329899  8090533];[1006342, 1104349, 898867, 1029477, 889863];[8090533, 7168055, 1063876, 1119946, 1104483];[7410320, 1088205, 6514287, 837969, 953191];[12352364, 998239, 937330, 866878, 985999]
894;1255;[999999];[7147145, 1106523, 7410361, 5591777, 949023];[1134736, 961730, 964717, 1138292, 7152455];[820486, 7409644, 1087411, 8090542, 839656];[1072086, 1044078, 845774, 1090507, 1115971]
895;1256;"[ 824305  871611  878996  999999 1064086 1085435 9527309  843891  936355
 8118702 1055504 1137688]";[6391381, 841016, 888586, 962266, 976293];[1000542, 5572308, 976293, 832968, 9837092];[898121, 5581910, 878715, 1015474, 849205];[976293, 830526, 925854, 9837065, 9526159]
896;1257;"[  951412   952399  1093113  9653535 12385375   824074   866211  7410304
  9827666 12384564 15452734   999999 18005872]";[1080853, 1119405, 995478, 1126899, 1011926];[1027216, 999090, 5563930, 847207, 1125601];[894360, 962967, 1058709, 1016785, 835351];[942778, 1108894, 5569157, 1017127, 1105488]
897;1258;[  999999 10285005 13072779   883932  9296925  9831882];[999563, 1114883, 13007518, 909249, 852600];[5570513, 852600, 13008459, 999563, 897083];[6391089, 868888, 5572803, 1065259, 1061982];[1011457, 5577022, 9296856, 942341, 942341]
898;1259;[  848878   901397   960732   998444  8177622 12301405];[1028238, 6534030, 870428, 8090541, 6534078];[6533608, 5566235, 839818, 8177622, 1051394];[9553048, 5981267, 1093490, 6391080, 1076580];[6533362, 8177622, 835530, 1104058, 1006878]
899;1260;"[  836745   901888   902396   913406   999999   941198   947146   949257
   999104  1055504  1076199  5570882  8160430  9487534 10355866 15972790
 17214322  5567143   901666  1092303  1126294]";[1057350, 950982, 7024990, 854852, 1079913];[949257, 910505, 979452, 941198, 998519];[903019, 6442443, 924004, 932462, 13213567];[901888, 949257, 824758, 969403, 5570882]
900;1261;[ 1013167  6513604   870843   999999  1107159  7110465 15595903];[9526572, 1055044, 984575, 853998, 937330];[1055044, 1056212, 948640, 6772803, 6534330];[8019916, 880664, 820486, 826239, 10198378];[906923, 882826, 826690, 922460, 880530]
901;1262;[ 899624  984663 1029743];[1039627, 1029743, 893018, 851287, 1067779];[1029272, 1087287, 1049922, 1128163, 964717];[896666, 848107, 1068865, 5591777, 8015407];[1074754, 5569845, 8276172, 979707, 8273833]
902;1263;[ 874972  877017  980259 9527424  999999];[986912, 8015407, 923149, 1067695, 8181159];[835578, 10198378, 10150101, 1025924, 1016800];[1117219, 1068957, 10198378, 1027216, 1136755];[926905, 970760, 8090537, 949742, 867931]
903;1264;[1014388  999999];[12695224, 839419, 893018, 5585510, 9707240];[1087618, 833151, 972418, 1136341, 820612];[1137771, 8019681, 1015539, 854133, 1117602];[972418, 1074754, 9707240, 1091865, 1042544]
904;1265;[ 924531  999999 6464180];[1042942, 5569230, 1029743, 972665, 7142552];[1054402, 879504, 948381, 1060872, 941515];[1134633, 972969, 822161, 835578, 1128395];[1012587, 1034176, 1106091, 883932, 867622]
905;1266;[  973916  1025611  1008172   999999   836445 18105225];[1068292, 1127758, 871611, 896613, 1025611];[5571261, 8203851, 1139569, 13002864, 7167903];[6391080, 1091090, 1009361, 935460, 5567582];[13189726, 906923, 1077373, 919681, 926523]
906;1267;[ 6034857 12262830  8293560   999999   827009   887953  9835509];[1112238, 953561, 9803810, 5578547, 6633210];[1036699, 897083, 979674, 1080821, 1010308];[951176, 918638, 977798, 891505, 8119101];[1121059, 1011736, 1089007, 985999, 951951]
907;1269;[  835861   999999  1082700 12731714];[844179, 8065410, 1004906, 899624, 823704];[1057168, 1031316, 6533368, 820582, 955275];[1060312, 1000148, 964462, 1097001, 8019649];[823721, 1046545, 1007512, 819978, 1029252]
908;1270;"[ 1000753   999999  9297223   833866   901306  1024306  1026118  1062002
  1106523  1127179  5567037  5569845  5586918 13002975   880741]";[1068292, 1106523, 835300, 1015280, 1084036];[1025650, 13002975, 5573375, 823031, 988736];[908314, 916990, 12262832, 1014732, 856942];[1044078, 919681, 933637, 819840, 5565202]
909;1271;"[  821200   847066   864279   878996   884686   947412  1129300   999999
 17214322   845208   880150   838882   977658  9297191   872137   965842
  1028995  6533936  6554188  8181382 12301117 13115813 13987328  8067309]";[854852, 878996, 8014645, 965267, 1004390];[947412, 864279, 978343, 6533936, 899459];[6961848, 1057168, 7152455, 8357825, 12484491];[9187298, 1074754, 1105488, 1126786, 5569374]
910;1272;"[  892314   974766   979707   981660  1035321   999999 15797145   852360
   858373   894791   907309   825659   856252   859129   882604   916122
  1060912  1092160 14106445 15831370   944836   891171   940947  9832156
  1020823  1070845  1135476  9832628 17291608 17991691   979022  1023196]";[991223, 6034857, 835279, 916122, 1070845];[974766, 837969, 6514085, 9837092, 915493];[823099, 1088205, 5996368, 977798, 1065538];[837969, 860804, 1138443, 974766, 985999]
911;1274;"[  831587   989409   999999  1033372  8090537  9570173 12384864   879504
   902362   923149  1004867  5569792  6534030  8090536 15926712  1070820
  1105450  1118244 10285373 10342101   862799   914753   963835  6533681
 13213676  1091342  1132789   840890   865528  8090521 10149640]";[822178, 1100972, 1048299, 883932, 999714];[1138596, 1091342, 5569792, 1004867, 5568072];[1105426, 1014732, 9420354, 908314, 929231];[9803601, 901062, 8090521, 937405, 1138596]
912;1277;"[ 1106523  1130858   916122 12132312   999999   858373   896292  1006483
  1116527  5572738  1090884  8090521  8090542 15972870 17328711 13416167]";[8090509, 8090521, 1116635, 1006483, 5569327];[8090542, 1006483, 1090884, 1116635, 843929];[1059080, 5571261, 943522, 7024847, 998519];[1044078, 8090537, 990256, 7409874, 8090519]
913;1278;[939527];[1108094, 7409644, 1086061, 951164, 854405];[1086061, 877210, 1133101, 1061228, 1108094];[889551, 9653535, 1039927, 977559, 1103476];[985999, 1044078, 878715, 851528, 1114483]
914;1279;"[ 863447  969866 1004906  865528  866043  950206 1104649 1106523 9575582
 9673980 9676866  999999]";[956486, 972143, 969866, 8203851, 836445];[1134006, 1106116, 1065259, 969866, 872066];[1057168, 875392, 929373, 896757, 1026209];[8019902, 1044078, 995876, 1131344, 956486]
915;1280;[ 7442180 12131942];[5565925, 871680, 7167687, 1091793, 1088414];[957080, 1091793, 5707857, 1029743, 1106523];[997025, 875306, 869388, 8069336, 1065259];[874651, 871680, 1029743, 1106523, 5569230]
916;1281;"[  849257   872137   882013   883400   928932  1026984  1028891  1129609
 16097609   837304  1107173  6514227]";[1044078, 844179, 1120928, 1085138, 5568378];[901976, 988697, 1043920, 850601, 1107973];[8090533, 977559, 1029605, 1033857, 5568072];[5565369, 839419, 884945, 12757007, 1020404]
917;1282;"[12731544   820752   948953   885863   999999  1131321   910673   975678
  1025581 12949590 15483291   999779  1099905  5585510  9527292   981686]";[1044078, 972143, 956486, 910673, 836445];[1096573, 851188, 928932, 874563, 1083022];[1080888, 1077600, 6919082, 1026209, 930335];[1044078, 12301100, 910673, 1122358, 981628]
918;1283;[  945611 15717045];[6463729, 7441419, 1067779, 1045586, 10344586];[988697, 9655482, 1074223, 995311, 1071244];[870843, 1112242, 8119231, 883186, 1118547];[5567502, 826835, 996028, 1044078, 1075175]
919;1284;"[  999999   838186   955914   995896 15926886   899624   864893   893018
   905636   999779  1092176 16729296  1034176]";[1044078, 944534, 895166, 844179, 871756];[918638, 864893, 15926886, 1098284, 908314];[868888, 851188, 894360, 894360, 989683];[944486, 1135468, 1038663, 972416, 1098284]
920;1285;"[  916122  1100661  1106523  1128240 13008321 17105006   925364   947201
   999999  1035676  1039464  1075918 12349795   921504   970605   985999
  5569230]";[1043751, 1044078, 916122, 12810393, 844179];[1102003, 1089568, 13008321, 947201, 1035676];[6039994, 1021715, 841365, 1006483, 924667];[5569845, 12185235, 967461, 820486, 982955]
921;1287;"[  943169   948650   999999   899459   841584  1091410  1130375 10141644
 10356789]";[1045586, 841584, 978343, 1102067, 884686];[841584, 943169, 1077133, 7467039, 834516];[1057168, 1025650, 1057168, 1126786, 958067];[1132789, 909497, 1111116, 999999, 995876]
922;1288;[ 862671  897954  921800 1058754 1075214  999999];[1124971, 839419, 1135573, 1044078, 1006483];[1090587, 965555, 1116253, 828489, 1125601];[9296836, 942166, 823031, 847434, 1001333];[928342, 842264, 999999, 1122358, 5981074]
923;1289;[18006036   862035  1105426  1042438];[1055155, 9677454, 884756, 841686, 5568489];[9677454, 1105426, 1064213, 1055155, 1112825];[824193, 6395907, 983753, 6904613, 871563];[850102, 905636, 5569845, 1074754, 964120]
924;1290;[  872342   999999  6552254 15452873];[934639, 1068292, 1041031, 1128240, 1044078];[899682, 1027835, 1119454, 953609, 983016];[863762, 5707857, 10285022, 847803, 875392];[1072523, 866878, 947858, 904997, 12301109]
925;1291;[ 871611  882013  998270  904435  927277  999999 1012801 1040788 1133312];[13008334, 1016800, 1070129, 899624, 1031316];[935578, 851188, 1007414, 973181, 843111];[8015407, 965772, 852235, 836085, 864893];[1044078, 6602440, 913278, 7410071, 7442353]
926;1293;[ 1004906  1044078  7410304 12810345  1124695];[1044078, 846823, 1131344, 895166, 1106523];[1065259, 908843, 1074040, 983000, 1135468];[1048445, 6919082, 933102, 1057168, 1110111];[12301100, 12301109, 896862, 952163, 1046545]
927;1294;"[  999999   938138   946995   995965  1126899   829291   865456   878996
   879734   901062   938972   961747  1027168  1030282  1110692  1118417
  7024847  8276172  9677236  9884698 13381584 13876901 17900997   845208
   910184  1018818  5568197 10355637]";[916122, 1121384, 1067749, 857503, 867272];[1092730, 884694, 12782182, 909800, 988206];[9553382, 869388, 6632283, 8203606, 929410];[942778, 823641, 1105488, 964835, 1085846]
928;1295;[999999];[1106523, 8090521, 982469, 8090537, 1044078];[1057168, 6552318, 7410335, 5569135, 852015];[956125, 1021715, 1057168, 965555, 5574377];[1074754, 999779, 8090537, 8090521, 7410361]
